Temperature - (Celsius), Year, Month, Country, ISO3
20.2717, 1907, Jun, Greece, GRC
22.7783, 1907, Jul, Greece, GRC
22.9493, 1907, Aug, Greece, GRC
19.0229, 1907, Sep, Greece, GRC
17.5502, 1907, Oct, Greece, GRC
9.51431, 1907, Nov, Greece, GRC
7.35688, 1907, Dec, Greece, GRC
3.81897, 1908, Jan, Greece, GRC
5.51827, 1908, Feb, Greece, GRC
7.61315, 1908, Mar, Greece, GRC
10.7228, 1908, Apr, Greece, GRC
18.8179, 1908, May, Greece, GRC
21.294, 1908, Jun, Greece, GRC
22.7869, 1908, Jul, Greece, GRC
22.8802, 1908, Aug, Greece, GRC
18.4503, 1908, Sep, Greece, GRC
13.5728, 1908, Oct, Greece, GRC
7.03792, 1908, Nov, Greece, GRC
4.70701, 1908, Dec, Greece, GRC
2.45072, 1909, Jan, Greece, GRC
2.14462, 1909, Feb, Greece, GRC
8.68879, 1909, Mar, Greece, GRC
12.1034, 1909, Apr, Greece, GRC
16.4442, 1909, May, Greece, GRC
20.3463, 1909, Jun, Greece, GRC
23.0323, 1909, Jul, Greece, GRC
23.4296, 1909, Aug, Greece, GRC
20.699, 1909, Sep, Greece, GRC
15.4674, 1909, Oct, Greece, GRC
9.82649, 1909, Nov, Greece, GRC
8.62265, 1909, Dec, Greece, GRC
5.27713, 1910, Jan, Greece, GRC
7.75599, 1910, Feb, Greece, GRC
7.15923, 1910, Mar, Greece, GRC
11.6572, 1910, Apr, Greece, GRC
15.3934, 1910, May, Greece, GRC
19.9108, 1910, Jun, Greece, GRC
22.2766, 1910, Jul, Greece, GRC
22.9859, 1910, Aug, Greece, GRC
18.6962, 1910, Sep, Greece, GRC
14.6904, 1910, Oct, Greece, GRC
9.925, 1910, Nov, Greece, GRC
8.13504, 1910, Dec, Greece, GRC
4.04547, 1911, Jan, Greece, GRC
2.63055, 1911, Feb, Greece, GRC
7.56295, 1911, Mar, Greece, GRC
10.9603, 1911, Apr, Greece, GRC
15.6247, 1911, May, Greece, GRC
20.1988, 1911, Jun, Greece, GRC
22.7774, 1911, Jul, Greece, GRC
23.6023, 1911, Aug, Greece, GRC
19.7338, 1911, Sep, Greece, GRC
15.4816, 1911, Oct, Greece, GRC
11.7292, 1911, Nov, Greece, GRC
6.74124, 1911, Dec, Greece, GRC
3.04076, 1912, Jan, Greece, GRC
7.75672, 1912, Feb, Greece, GRC
10.0997, 1912, Mar, Greece, GRC
10.4458, 1912, Apr, Greece, GRC
15.4165, 1912, May, Greece, GRC
20.7271, 1912, Jun, Greece, GRC
22.5739, 1912, Jul, Greece, GRC
22.2212, 1912, Aug, Greece, GRC
17.85, 1912, Sep, Greece, GRC
13.7842, 1912, Oct, Greece, GRC
9.32014, 1912, Nov, Greece, GRC
6.80853, 1912, Dec, Greece, GRC
4.45982, 1913, Jan, Greece, GRC
3.89866, 1913, Feb, Greece, GRC
9.34715, 1913, Mar, Greece, GRC
11.8611, 1913, Apr, Greece, GRC
15.1667, 1913, May, Greece, GRC
19.6133, 1913, Jun, Greece, GRC
21.3075, 1913, Jul, Greece, GRC
21.577, 1913, Aug, Greece, GRC
20.4187, 1913, Sep, Greece, GRC
15.3078, 1913, Oct, Greece, GRC
10.6377, 1913, Nov, Greece, GRC
5.92387, 1913, Dec, Greece, GRC
2.96698, 1914, Jan, Greece, GRC
5.5011, 1914, Feb, Greece, GRC
9.54327, 1914, Mar, Greece, GRC
12.1563, 1914, Apr, Greece, GRC
15.698, 1914, May, Greece, GRC
19.1471, 1914, Jun, Greece, GRC
22.4381, 1914, Jul, Greece, GRC
22.5772, 1914, Aug, Greece, GRC
18.2783, 1914, Sep, Greece, GRC
13.3496, 1914, Oct, Greece, GRC
8.57893, 1914, Nov, Greece, GRC
7.15911, 1914, Dec, Greece, GRC
7.30382, 1915, Jan, Greece, GRC
6.37263, 1915, Feb, Greece, GRC
8.32689, 1915, Mar, Greece, GRC
11.5228, 1915, Apr, Greece, GRC
15.8145, 1915, May, Greece, GRC
20.7999, 1915, Jun, Greece, GRC
23.2501, 1915, Jul, Greece, GRC
22.417, 1915, Aug, Greece, GRC
17.9648, 1915, Sep, Greece, GRC
14.9878, 1915, Oct, Greece, GRC
9.7411, 1915, Nov, Greece, GRC
8.9286, 1915, Dec, Greece, GRC
5.29466, 1916, Jan, Greece, GRC
6.27193, 1916, Feb, Greece, GRC
10.5079, 1916, Mar, Greece, GRC
12.019, 1916, Apr, Greece, GRC
16.7531, 1916, May, Greece, GRC
22.2526, 1916, Jun, Greece, GRC
24.1224, 1916, Jul, Greece, GRC
22.0959, 1916, Aug, Greece, GRC
18.5829, 1916, Sep, Greece, GRC
15.3794, 1916, Oct, Greece, GRC
11.6783, 1916, Nov, Greece, GRC
9.078, 1916, Dec, Greece, GRC
6.3039, 1917, Jan, Greece, GRC
3.93824, 1917, Feb, Greece, GRC
8.50066, 1917, Mar, Greece, GRC
11.6203, 1917, Apr, Greece, GRC
15.4053, 1917, May, Greece, GRC
20.5401, 1917, Jun, Greece, GRC
23.2574, 1917, Jul, Greece, GRC
24.4866, 1917, Aug, Greece, GRC
20.3568, 1917, Sep, Greece, GRC
15.9766, 1917, Oct, Greece, GRC
10.8762, 1917, Nov, Greece, GRC
3.93669, 1917, Dec, Greece, GRC
5.25822, 1918, Jan, Greece, GRC
4.5248, 1918, Feb, Greece, GRC
7.19645, 1918, Mar, Greece, GRC
11.7286, 1918, Apr, Greece, GRC
16.3471, 1918, May, Greece, GRC
19.3999, 1918, Jun, Greece, GRC
22.9558, 1918, Jul, Greece, GRC
22.6821, 1918, Aug, Greece, GRC
21.5566, 1918, Sep, Greece, GRC
16.5307, 1918, Oct, Greece, GRC
9.97133, 1918, Nov, Greece, GRC
6.57959, 1918, Dec, Greece, GRC
6.70673, 1919, Jan, Greece, GRC
6.40094, 1919, Feb, Greece, GRC
9.53189, 1919, Mar, Greece, GRC
12.5323, 1919, Apr, Greece, GRC
13.4447, 1919, May, Greece, GRC
19.5704, 1919, Jun, Greece, GRC
22.3511, 1919, Jul, Greece, GRC
22.1293, 1919, Aug, Greece, GRC
20.2476, 1919, Sep, Greece, GRC
15.4042, 1919, Oct, Greece, GRC
10.7599, 1919, Nov, Greece, GRC
5.97711, 1919, Dec, Greece, GRC
5.96851, 1920, Jan, Greece, GRC
3.88076, 1920, Feb, Greece, GRC
8.9304, 1920, Mar, Greece, GRC
13.3849, 1920, Apr, Greece, GRC
17.0101, 1920, May, Greece, GRC
20.1561, 1920, Jun, Greece, GRC
23.7215, 1920, Jul, Greece, GRC
23.3019, 1920, Aug, Greece, GRC
19.5012, 1920, Sep, Greece, GRC
12.8318, 1920, Oct, Greece, GRC
7.01106, 1920, Nov, Greece, GRC
5.94992, 1920, Dec, Greece, GRC
6.67443, 1921, Jan, Greece, GRC
4.20513, 1921, Feb, Greece, GRC
7.75689, 1921, Mar, Greece, GRC
10.9626, 1921, Apr, Greece, GRC
17.38, 1921, May, Greece, GRC
18.5569, 1921, Jun, Greece, GRC
23.6784, 1921, Jul, Greece, GRC
24.1603, 1921, Aug, Greece, GRC
18.7191, 1921, Sep, Greece, GRC
14.1024, 1921, Oct, Greece, GRC
8.97824, 1921, Nov, Greece, GRC
5.45758, 1921, Dec, Greece, GRC
4.18493, 1922, Jan, Greece, GRC
4.80908, 1922, Feb, Greece, GRC
10.733, 1922, Mar, Greece, GRC
12.5473, 1922, Apr, Greece, GRC
16.4553, 1922, May, Greece, GRC
21.172, 1922, Jun, Greece, GRC
23.9469, 1922, Jul, Greece, GRC
24.0998, 1922, Aug, Greece, GRC
20.0435, 1922, Sep, Greece, GRC
15.6278, 1922, Oct, Greece, GRC
8.08417, 1922, Nov, Greece, GRC
4.99897, 1922, Dec, Greece, GRC
4.80111, 1923, Jan, Greece, GRC
6.37998, 1923, Feb, Greece, GRC
8.74748, 1923, Mar, Greece, GRC
11.6376, 1923, Apr, Greece, GRC
17.6893, 1923, May, Greece, GRC
19.22, 1923, Jun, Greece, GRC
23.0982, 1923, Jul, Greece, GRC
23.0868, 1923, Aug, Greece, GRC
20.7581, 1923, Sep, Greece, GRC
16.7129, 1923, Oct, Greece, GRC
13.8047, 1923, Nov, Greece, GRC
7.39828, 1923, Dec, Greece, GRC
1.88535, 1924, Jan, Greece, GRC
5.36947, 1924, Feb, Greece, GRC
7.756, 1924, Mar, Greece, GRC
13.0684, 1924, Apr, Greece, GRC
17.8849, 1924, May, Greece, GRC
21.4604, 1924, Jun, Greece, GRC
23.5234, 1924, Jul, Greece, GRC
22.8209, 1924, Aug, Greece, GRC
21.9628, 1924, Sep, Greece, GRC
14.4749, 1924, Oct, Greece, GRC
8.71196, 1924, Nov, Greece, GRC
5.43049, 1924, Dec, Greece, GRC
4.26979, 1925, Jan, Greece, GRC
8.39744, 1925, Feb, Greece, GRC
8.37587, 1925, Mar, Greece, GRC
11.8449, 1925, Apr, Greece, GRC
16.1508, 1925, May, Greece, GRC
19.0585, 1925, Jun, Greece, GRC
23.045, 1925, Jul, Greece, GRC
23.244, 1925, Aug, Greece, GRC
20.2233, 1925, Sep, Greece, GRC
15.4101, 1925, Oct, Greece, GRC
12.3195, 1925, Nov, Greece, GRC
5.85742, 1925, Dec, Greece, GRC
5.93612, 1926, Jan, Greece, GRC
7.91443, 1926, Feb, Greece, GRC
8.13206, 1926, Mar, Greece, GRC
13.2621, 1926, Apr, Greece, GRC
16.4119, 1926, May, Greece, GRC
20.4727, 1926, Jun, Greece, GRC
22.4156, 1926, Jul, Greece, GRC
21.4073, 1926, Aug, Greece, GRC
20.1621, 1926, Sep, Greece, GRC
16.6074, 1926, Oct, Greece, GRC
14.47, 1926, Nov, Greece, GRC
6.85489, 1926, Dec, Greece, GRC
6.26135, 1927, Jan, Greece, GRC
3.93735, 1927, Feb, Greece, GRC
10.8059, 1927, Mar, Greece, GRC
12.5986, 1927, Apr, Greece, GRC
16.9809, 1927, May, Greece, GRC
22.3996, 1927, Jun, Greece, GRC
24.5574, 1927, Jul, Greece, GRC
24.6108, 1927, Aug, Greece, GRC
21.7797, 1927, Sep, Greece, GRC
15.7644, 1927, Oct, Greece, GRC
12.2825, 1927, Nov, Greece, GRC
6.00375, 1927, Dec, Greece, GRC
5.24376, 1928, Jan, Greece, GRC
4.02134, 1928, Feb, Greece, GRC
6.30667, 1928, Mar, Greece, GRC
13.3979, 1928, Apr, Greece, GRC
15.6248, 1928, May, Greece, GRC
20.7985, 1928, Jun, Greece, GRC
24.9048, 1928, Jul, Greece, GRC
24.7205, 1928, Aug, Greece, GRC
21.353, 1928, Sep, Greece, GRC
15.3049, 1928, Oct, Greece, GRC
12.2173, 1928, Nov, Greece, GRC
5.27686, 1928, Dec, Greece, GRC
3.01452, 1929, Jan, Greece, GRC
1.60833, 1929, Feb, Greece, GRC
5.18681, 1929, Mar, Greece, GRC
10.5826, 1929, Apr, Greece, GRC
18.3102, 1929, May, Greece, GRC
20.9431, 1929, Jun, Greece, GRC
23.3096, 1929, Jul, Greece, GRC
24.8632, 1929, Aug, Greece, GRC
18.3445, 1929, Sep, Greece, GRC
15.2213, 1929, Oct, Greece, GRC
11.8859, 1929, Nov, Greece, GRC
7.05719, 1929, Dec, Greece, GRC
5.73227, 1930, Jan, Greece, GRC
5.41957, 1930, Feb, Greece, GRC
9.83447, 1930, Mar, Greece, GRC
12.8785, 1930, Apr, Greece, GRC
15.712, 1930, May, Greece, GRC
20.4015, 1930, Jun, Greece, GRC
23.7345, 1930, Jul, Greece, GRC
23.4379, 1930, Aug, Greece, GRC
20.5561, 1930, Sep, Greece, GRC
15.043, 1930, Oct, Greece, GRC
11.0439, 1930, Nov, Greece, GRC
7.50498, 1930, Dec, Greece, GRC
6.27822, 1931, Jan, Greece, GRC
6.05955, 1931, Feb, Greece, GRC
8.50939, 1931, Mar, Greece, GRC
10.5283, 1931, Apr, Greece, GRC
16.7897, 1931, May, Greece, GRC
21.7767, 1931, Jun, Greece, GRC
24.7354, 1931, Jul, Greece, GRC
24.3107, 1931, Aug, Greece, GRC
19.2047, 1931, Sep, Greece, GRC
14.8932, 1931, Oct, Greece, GRC
9.05737, 1931, Nov, Greece, GRC
4.40381, 1931, Dec, Greece, GRC
3.60901, 1932, Jan, Greece, GRC
1.93559, 1932, Feb, Greece, GRC
6.44498, 1932, Mar, Greece, GRC
11.9246, 1932, Apr, Greece, GRC
16.5357, 1932, May, Greece, GRC
20.3091, 1932, Jun, Greece, GRC
23.9399, 1932, Jul, Greece, GRC
23.5377, 1932, Aug, Greece, GRC
21.8728, 1932, Sep, Greece, GRC
17.7928, 1932, Oct, Greece, GRC
10.0248, 1932, Nov, Greece, GRC
7.1357, 1932, Dec, Greece, GRC
3.46965, 1933, Jan, Greece, GRC
5.94861, 1933, Feb, Greece, GRC
6.83643, 1933, Mar, Greece, GRC
10.015, 1933, Apr, Greece, GRC
14.5669, 1933, May, Greece, GRC
18.3116, 1933, Jun, Greece, GRC
21.8507, 1933, Jul, Greece, GRC
22.4873, 1933, Aug, Greece, GRC
17.8214, 1933, Sep, Greece, GRC
15.2364, 1933, Oct, Greece, GRC
12.6532, 1933, Nov, Greece, GRC
4.25056, 1933, Dec, Greece, GRC
4.51111, 1934, Jan, Greece, GRC
3.63627, 1934, Feb, Greece, GRC
10.1895, 1934, Mar, Greece, GRC
13.7921, 1934, Apr, Greece, GRC
17.6241, 1934, May, Greece, GRC
20.7718, 1934, Jun, Greece, GRC
23.5774, 1934, Jul, Greece, GRC
23.6068, 1934, Aug, Greece, GRC
20.0638, 1934, Sep, Greece, GRC
15.4626, 1934, Oct, Greece, GRC
12.0235, 1934, Nov, Greece, GRC
7.44451, 1934, Dec, Greece, GRC
3.70718, 1935, Jan, Greece, GRC
5.76583, 1935, Feb, Greece, GRC
6.75518, 1935, Mar, Greece, GRC
12.1141, 1935, Apr, Greece, GRC
16.51, 1935, May, Greece, GRC
21.6956, 1935, Jun, Greece, GRC
23.0153, 1935, Jul, Greece, GRC
23.3827, 1935, Aug, Greece, GRC
19.96, 1935, Sep, Greece, GRC
17.1218, 1935, Oct, Greece, GRC
9.92047, 1935, Nov, Greece, GRC
8.18196, 1935, Dec, Greece, GRC
8.79472, 1936, Jan, Greece, GRC
7.00941, 1936, Feb, Greece, GRC
10.0921, 1936, Mar, Greece, GRC
13.2572, 1936, Apr, Greece, GRC
15.4831, 1936, May, Greece, GRC
19.3748, 1936, Jun, Greece, GRC
24.1709, 1936, Jul, Greece, GRC
23.1228, 1936, Aug, Greece, GRC
18.9533, 1936, Sep, Greece, GRC
14.7334, 1936, Oct, Greece, GRC
10.115, 1936, Nov, Greece, GRC
4.76602, 1936, Dec, Greece, GRC
3.36164, 1937, Jan, Greece, GRC
7.31475, 1937, Feb, Greece, GRC
11.0479, 1937, Mar, Greece, GRC
12.1156, 1937, Apr, Greece, GRC
16.9949, 1937, May, Greece, GRC
21.3731, 1937, Jun, Greece, GRC
24.1701, 1937, Jul, Greece, GRC
23.4268, 1937, Aug, Greece, GRC
21.2764, 1937, Sep, Greece, GRC
15.3635, 1937, Oct, Greece, GRC
11.3158, 1937, Nov, Greece, GRC
7.45203, 1937, Dec, Greece, GRC
4.4821, 1938, Jan, Greece, GRC
4.91748, 1938, Feb, Greece, GRC
8.0056, 1938, Mar, Greece, GRC
10.4944, 1938, Apr, Greece, GRC
16.0015, 1938, May, Greece, GRC
21.491, 1938, Jun, Greece, GRC
24.6979, 1938, Jul, Greece, GRC
24.3387, 1938, Aug, Greece, GRC
19.4196, 1938, Sep, Greece, GRC
15.992, 1938, Oct, Greece, GRC
10.5557, 1938, Nov, Greece, GRC
6.67583, 1938, Dec, Greece, GRC
7.18265, 1939, Jan, Greece, GRC
6.05402, 1939, Feb, Greece, GRC
6.93382, 1939, Mar, Greece, GRC
12.8041, 1939, Apr, Greece, GRC
16.2143, 1939, May, Greece, GRC
19.5071, 1939, Jun, Greece, GRC
24.4546, 1939, Jul, Greece, GRC
23.27, 1939, Aug, Greece, GRC
19.8657, 1939, Sep, Greece, GRC
16.6758, 1939, Oct, Greece, GRC
10.1042, 1939, Nov, Greece, GRC
6.72337, 1939, Dec, Greece, GRC
2.3147, 1940, Jan, Greece, GRC
5.65907, 1940, Feb, Greece, GRC
7.21841, 1940, Mar, Greece, GRC
11.3043, 1940, Apr, Greece, GRC
14.8353, 1940, May, Greece, GRC
19.3529, 1940, Jun, Greece, GRC
23.3614, 1940, Jul, Greece, GRC
21.5051, 1940, Aug, Greece, GRC
19.4017, 1940, Sep, Greece, GRC
16.0745, 1940, Oct, Greece, GRC
11.9728, 1940, Nov, Greece, GRC
3.90725, 1940, Dec, Greece, GRC
5.96258, 1941, Jan, Greece, GRC
8.52171, 1941, Feb, Greece, GRC
8.80294, 1941, Mar, Greece, GRC
12.9774, 1941, Apr, Greece, GRC
16.172, 1941, May, Greece, GRC
20.2593, 1941, Jun, Greece, GRC
23.3331, 1941, Jul, Greece, GRC
23.22, 1941, Aug, Greece, GRC
17.1018, 1941, Sep, Greece, GRC
13.7537, 1941, Oct, Greece, GRC
8.12351, 1941, Nov, Greece, GRC
3.78498, 1941, Dec, Greece, GRC
1.11067, 1942, Jan, Greece, GRC
5.06038, 1942, Feb, Greece, GRC
6.92603, 1942, Mar, Greece, GRC
11.4996, 1942, Apr, Greece, GRC
17.5634, 1942, May, Greece, GRC
21.8542, 1942, Jun, Greece, GRC
23.0471, 1942, Jul, Greece, GRC
22.9957, 1942, Aug, Greece, GRC
21.11, 1942, Sep, Greece, GRC
15.293, 1942, Oct, Greece, GRC
9.24244, 1942, Nov, Greece, GRC
5.85487, 1942, Dec, Greece, GRC
2.66437, 1943, Jan, Greece, GRC
5.48101, 1943, Feb, Greece, GRC
6.38974, 1943, Mar, Greece, GRC
11.7152, 1943, Apr, Greece, GRC
15.5144, 1943, May, Greece, GRC
19.7036, 1943, Jun, Greece, GRC
23.1899, 1943, Jul, Greece, GRC
24.3507, 1943, Aug, Greece, GRC
21.2595, 1943, Sep, Greece, GRC
16.4913, 1943, Oct, Greece, GRC
12.5167, 1943, Nov, Greece, GRC
7.26723, 1943, Dec, Greece, GRC
3.99451, 1944, Jan, Greece, GRC
5.5988, 1944, Feb, Greece, GRC
7.16154, 1944, Mar, Greece, GRC
12.3193, 1944, Apr, Greece, GRC
15.5024, 1944, May, Greece, GRC
21.3004, 1944, Jun, Greece, GRC
22.9657, 1944, Jul, Greece, GRC
22.4546, 1944, Aug, Greece, GRC
20.1349, 1944, Sep, Greece, GRC
16.0315, 1944, Oct, Greece, GRC
10.5557, 1944, Nov, Greece, GRC
5.69159, 1944, Dec, Greece, GRC
3.44848, 1945, Jan, Greece, GRC
4.3999, 1945, Feb, Greece, GRC
7.36163, 1945, Mar, Greece, GRC
11.7999, 1945, Apr, Greece, GRC
19.3151, 1945, May, Greece, GRC
21.4779, 1945, Jun, Greece, GRC
24.2964, 1945, Jul, Greece, GRC
24.8773, 1945, Aug, Greece, GRC
20.2858, 1945, Sep, Greece, GRC
13.8608, 1945, Oct, Greece, GRC
10.1468, 1945, Nov, Greece, GRC
6.15126, 1945, Dec, Greece, GRC
3.98114, 1946, Jan, Greece, GRC
5.54998, 1946, Feb, Greece, GRC
8.11117, 1946, Mar, Greece, GRC
12.5449, 1946, Apr, Greece, GRC
17.2501, 1946, May, Greece, GRC
22.0941, 1946, Jun, Greece, GRC
24.7444, 1946, Jul, Greece, GRC
25.5027, 1946, Aug, Greece, GRC
22.3966, 1946, Sep, Greece, GRC
13.741, 1946, Oct, Greece, GRC
12.1206, 1946, Nov, Greece, GRC
5.32421, 1946, Dec, Greece, GRC
1.46162, 1947, Jan, Greece, GRC
6.98891, 1947, Feb, Greece, GRC
11.8038, 1947, Mar, Greece, GRC
13.9973, 1947, Apr, Greece, GRC
17.2494, 1947, May, Greece, GRC
21.5045, 1947, Jun, Greece, GRC
24.1587, 1947, Jul, Greece, GRC
23.5536, 1947, Aug, Greece, GRC
20.3463, 1947, Sep, Greece, GRC
13.8429, 1947, Oct, Greece, GRC
11.0237, 1947, Nov, Greece, GRC
7.90254, 1947, Dec, Greece, GRC
8.44963, 1948, Jan, Greece, GRC
4.75918, 1948, Feb, Greece, GRC
6.85764, 1948, Mar, Greece, GRC
11.8849, 1948, Apr, Greece, GRC
16.8344, 1948, May, Greece, GRC
19.3685, 1948, Jun, Greece, GRC
22.3884, 1948, Jul, Greece, GRC
23.7216, 1948, Aug, Greece, GRC
19.5768, 1948, Sep, Greece, GRC
15.7264, 1948, Oct, Greece, GRC
9.02278, 1948, Nov, Greece, GRC
2.39707, 1948, Dec, Greece, GRC
4.85055, 1949, Jan, Greece, GRC
4.32369, 1949, Feb, Greece, GRC
5.70409, 1949, Mar, Greece, GRC
10.9733, 1949, Apr, Greece, GRC
17.3701, 1949, May, Greece, GRC
19.633, 1949, Jun, Greece, GRC
22.2286, 1949, Jul, Greece, GRC
21.5388, 1949, Aug, Greece, GRC
18.706, 1949, Sep, Greece, GRC
14.596, 1949, Oct, Greece, GRC
11.8763, 1949, Nov, Greece, GRC
7.57659, 1949, Dec, Greece, GRC
2.40405, 1950, Jan, Greece, GRC
6.26216, 1950, Feb, Greece, GRC
8.39752, 1950, Mar, Greece, GRC
13.9163, 1950, Apr, Greece, GRC
17.0772, 1950, May, Greece, GRC
21.6212, 1950, Jun, Greece, GRC
25.0643, 1950, Jul, Greece, GRC
23.8833, 1950, Aug, Greece, GRC
21.2902, 1950, Sep, Greece, GRC
14.6117, 1950, Oct, Greece, GRC
10.5238, 1950, Nov, Greece, GRC
9.0567, 1950, Dec, Greece, GRC
6.41186, 1951, Jan, Greece, GRC
7.77793, 1951, Feb, Greece, GRC
9.69856, 1951, Mar, Greece, GRC
12.9504, 1951, Apr, Greece, GRC
17.2606, 1951, May, Greece, GRC
21.3134, 1951, Jun, Greece, GRC
23.6077, 1951, Jul, Greece, GRC
24.1354, 1951, Aug, Greece, GRC
20.5896, 1951, Sep, Greece, GRC
12.9958, 1951, Oct, Greece, GRC
11.2034, 1951, Nov, Greece, GRC
5.68327, 1951, Dec, Greece, GRC
6.00828, 1952, Jan, Greece, GRC
5.58834, 1952, Feb, Greece, GRC
7.62051, 1952, Mar, Greece, GRC
13.8018, 1952, Apr, Greece, GRC
16.3303, 1952, May, Greece, GRC
21.1911, 1952, Jun, Greece, GRC
23.8485, 1952, Jul, Greece, GRC
25.7752, 1952, Aug, Greece, GRC
22.2884, 1952, Sep, Greece, GRC
15.4353, 1952, Oct, Greece, GRC
11.1236, 1952, Nov, Greece, GRC
8.58017, 1952, Dec, Greece, GRC
5.14148, 1953, Jan, Greece, GRC
6.25667, 1953, Feb, Greece, GRC
5.84276, 1953, Mar, Greece, GRC
12.4596, 1953, Apr, Greece, GRC
15.5944, 1953, May, Greece, GRC
20.6985, 1953, Jun, Greece, GRC
24.3829, 1953, Jul, Greece, GRC
23.2402, 1953, Aug, Greece, GRC
19.9396, 1953, Sep, Greece, GRC
14.9119, 1953, Oct, Greece, GRC
7.76121, 1953, Nov, Greece, GRC
3.86051, 1953, Dec, Greece, GRC
2.7213, 1954, Jan, Greece, GRC
3.37386, 1954, Feb, Greece, GRC
8.57501, 1954, Mar, Greece, GRC
10.5094, 1954, Apr, Greece, GRC
15.2909, 1954, May, Greece, GRC
22.3151, 1954, Jun, Greece, GRC
24.0757, 1954, Jul, Greece, GRC
23.6457, 1954, Aug, Greece, GRC
21.0339, 1954, Sep, Greece, GRC
15.0768, 1954, Oct, Greece, GRC
10.2752, 1954, Nov, Greece, GRC
6.70961, 1954, Dec, Greece, GRC
7.49422, 1955, Jan, Greece, GRC
9.5648, 1955, Feb, Greece, GRC
8.58761, 1955, Mar, Greece, GRC
10.1549, 1955, Apr, Greece, GRC
17.4517, 1955, May, Greece, GRC
20.955, 1955, Jun, Greece, GRC
23.385, 1955, Jul, Greece, GRC
21.9471, 1955, Aug, Greece, GRC
19.3889, 1955, Sep, Greece, GRC
15.9119, 1955, Oct, Greece, GRC
10.1189, 1955, Nov, Greece, GRC
7.24108, 1955, Dec, Greece, GRC
5.7814, 1956, Jan, Greece, GRC
3.65869, 1956, Feb, Greece, GRC
5.07432, 1956, Mar, Greece, GRC
12.0724, 1956, Apr, Greece, GRC
16.0194, 1956, May, Greece, GRC
20.013, 1956, Jun, Greece, GRC
23.6671, 1956, Jul, Greece, GRC
24.6611, 1956, Aug, Greece, GRC
20.1937, 1956, Sep, Greece, GRC
14.3481, 1956, Oct, Greece, GRC
10.2447, 1956, Nov, Greece, GRC
